,제목,장르모음,출연진,개봉일,등급,상영시간,기본장르
0,콜래트럴,"스릴러 영화,미국 영화",톰 크루즈 제이미 폭스 제이다 핑킷 스미스 마크 러펄로 피터 버그 브루스 맥길 일마 P. 홀 배리 샤바카 헨리 리차드 T. 존스 클레아 스콧 폴 아델스타인,2004 ,"
15+ ", 2시간 , 드라마 장르
0,타운,"도서 원작 영화,액션 & 어드벤처 영화,미국 영화",벤 애플렉 리베카 홀 존 햄 제러미 레너 블레이크 라이블리 타이터스 웰리버 슬레인 피트 포슬스웨이트 크리스 쿠퍼 오웬 버크,2010 ,"
청불 ", 2시간 4분 , 스릴러
0,부바,"독일 작품,코미디 영화",비야네 미들 게오르크 프리드리히 아니타 불레시차 소마 피잘 야스민 샤케리 미하엘 오스트로프스키 미하엘 셰르텐라이프 마렌 크로이만,2022 ,"
청불 ", 1시간 34분 , 코미디
0,"바르도, 약간의 진실을 섞은 거짓된 연대기","멕시코 작품,코미디 영화",다니엘 히메네스 카초 그리셀다 시실리아니 히메나 라마드리드 이케르 산체스 솔라노 루스 히메네스 루이스 쿠투리에르 안드레스 알메이다 클레멘티나 과다라마 제이 O. 샌더스 프란시스코 루비오,2022 ,"
15+ ", 2시간 39분 , 드라마 장르
0,프레셔 쿠커: 압박감을 요리하라,"음식 & 여행 시리즈,경쟁 리얼리티 시리즈,리얼리티 시리즈,미국 TV 프로그램",,2023 ,"
15+ ", 시즌 1개 , 리얼리티 TV
0,경관의 피,"드라마 영화,도서 원작 영화",조진웅 최우식 박희순 권율 박명훈,2022 ,"
15+ ", 1시간 59분 , 드라마 장르
0,그것만이 내 세상,코미디 영화,이병헌 윤여정 박정민 문숙 최리 황석정 한지민 김성령,2018 ,"
12+ ", 2시간 , 코미디
0,마에스트로 인 블루,"로맨틱한 드라마,드라마,그리스 작품,미스터리 시리즈,범죄 시리즈",크리스토퍼 파파칼리아티스 하리스 알렉시우 마리아 카보야니 파니스 무라티디스 마리사 트리안다필리두 야니스 초르테키스 안디노오스 알바니스 스테파니아 굴리오티 클렐리아 안드리올라투 오레스티스 할키아스 요르고스 베노스 디미트리스 키초스,2022 ,"
청불 ", 시즌 1개 , 드라마 장르
0,헝거,"청춘 드라마 장르,태국 작품,드라마 영화,사회 이슈 드라마 장르 영화",추띠몬 쯩짜런쑥잉 노파차이 차야남 깐 사왓디 푸미팟 타원시리 와릿 리사완 쁘라찬 웡우타이판 라차왓 위치엔랏 파타라윗 짠타이 랑싯 붓응암 산야 타다타나웡 아타싯 파타나사티엔꾼,2023 ,"
15+ ", 2시간 10분 , 드라마 장르
0,"키스, 키스!","폴란드 작품,로맨틱 코미디 영화,코미디 영화,로맨틱한 영화",마테우시 코시치우키에비치 라파우 자비에루하 조피아 도말리크 아그니에슈카 비엥드워하 에디타 올슈프카 에밀리아 크라코프스카 카밀 솁티츠키 마르친 페르후치 체자리 파주라 토마시 사프리크,2023 ,"
15+ ", 1시간 47분 , 코미디
0,콰이어트 플레이스,"호러 영화,미국 영화",존 크래신스키 에밀리 블런트 밀리 시먼즈 노아 주프 케이드 우드워드 리언 러섬,2018 ,"
15+ ", 1시간 31분 , 호러
0,믹스드 바이 에리,"이탈리아 작품,코미디 영화,실화 바탕 영화",루이지 도리아노 주세페 아레나 에마누엘레 팔룸보 파브리치오 지푸니 프란체스코 디 레바 크리스티아나 델안나 아드리아노 판탈레오 키아라 첼로토 그레타 에스포시토,2023 ,"
15+ ", 1시간 52분 , 코미디
0,존 윅: 리로드,"액션 & 어드벤처 영화,미국 영화",키아누 리브스 커먼 로런스 피시번 리카르도 스카마르초 루비 로즈 랜스 레드딕 피터 스토메어 브리짓 모이나한 프랑코 네로 존 레귀자모 이언 맥셰인,2017 ,"
청불 ", 2시간 2분 , 액션
0,존 윅 3: 파라벨룸,"액션 & 어드벤처 영화,미국 영화",키아누 리브스 할리 베리 로런스 피시번 안젤리카 휴스턴 이언 맥셰인 마크 다카스코스 에이샤 케이트 딜런 랜스 레드딕,2019 ,"
청불 ", 2시간 10분 , 액션
0,웻 핫 아메리칸 썸머: 퍼스트 데이 오브 캠프,"코미디 시리즈,미국 TV 프로그램",엘리자베스 뱅크스 레이크 벨 H. 존 벤자민 마이클 이언 블랙 마이클 세라 조시 찰스 브래들리 쿠퍼 주다 프리드랜더 저닌 거로펄로 존 햄 니나 헬맨 조 로 트루글리오 켄 머리노 크리스토퍼 멀로니 A.D. 마일스 마구에리트 모로 자크 오스 조던 필 데이비드 하이드 피어스 크리스 파인 에이미 폴러 폴 러드 마리사 라이언 제이슨 슈워츠먼 몰리 섀넌 마이클 쇼월터 존 슬래터리 케빈 서스만 데이비드 웨인 크리스틴 위그,2015 ,"
청불 ", 시즌 1개 , 코미디
0,디 아더 원: 밥 위어의 길고 이상한 여행,"음악,다큐멘터리 영화,실존 인물 다큐멘터리,미국 영화",밥 위어,2015 ,"
15+ ", 1시간 24분 , 다큐멘터리
0,밥 & 데이비드,"코미디 시리즈,미국 TV 프로그램",데이비드 크로스 밥 오든커크 존 엔니스 제이 존스턴 브라이언 포센 질 탤리 폴 톰킨스 톰 케니 브렛 파에셀,2015 ,"
청불 ", 시즌 1개 , 코미디
0,더 쇼트 게임,"가족 영화,어린이 & 가족 영화,다큐멘터리 영화,미국 영화",스카이 서드베리 앨런 쿠르니코바 제드 다이 자모쿨레 낙사나 알렉사 파노 아마리 에이버리 어거스틴 발레리 양 쿠앙,2013 ,"
12+ ", 1시간 40분 , 다큐멘터리
0,레이디 다이너마이트,"시트콤,코미디 시리즈,미국 TV 프로그램",마리아 뱀퍼드 프레드 멜라메드 메리 케이 플레이스 에드 베글리 주니어 아나 개스타이어 레논 파함 브리짓 에버렛 모 콜린스 준 다이앤 라파엘 딘 케인 올라퓌르 다리 올라프손 패튼 오스왈트 키스 루커스 케니 루커스 세라 실버먼 미라 소르비노 존 크라이어 브랜던 라우스 애덤 팰리 티그 노타로 앤디 샘버그 데이비드 스페이드 프레드 아미슨 제이슨 맨주커스 제니 슬레이트 주드 아패토우 주디 그리어 위어드 알 얀코빅,2016 ,"
청불 ", 시즌 2개 , 코미디
0,마르첼라,"드라마,영국 작품,범죄 시리즈,스릴러 시리즈",애나 프리얼 레이 판사기 니컬러스 피넉 제이미 뱀버 잭 둘란 니나 소산야 찰리 코벨 소피아 브라운 어맨다 버턴 마이클 콜건 아론 맥커스커 마틴 매캔 켈리 고프 휴고 스피어,2016 ,"
청불 ", 시즌 3개 , 드라마 장르
0,착오,"호주 작품,미스터리 시리즈,호러 시리즈",패트릭 브래멀 제너비브 오라일리 에마 부스 에밀리 바클레이 네드 데네히 숀 키넌 해나 몬슨 애런 L. 맥그래스 존 리어리 로저 코서 앤드루 맥팔레인 루크 아놀드 롭 콜린스 페르닐라 아우구스트,2015 ,"
청불 ", 시즌 3개 , 드라마 장르
0,디빈: 여신들,"프랑스 작품,드라마 영화",데보라 루쿠무에나 지스카 칼반다 케빈 미셸 마주둘린 이드리시 울라야 아맘라 야신 우이샤,2016 ,"
청불 ", 1시간 47분 , 드라마 장르
0,3%,"정치 시리즈,드라마,브라질 작품,SF 시리즈",비앙카 콤파라투 바네자 올리베이라 호도우푸 발렌치 라파엘 로사노 신치아 세네크 브루누 파군지스 타이스 라구 라일라 가링 페르난두 후브루 아만다 마갈량이스 제제 모타 세우수 프라테스키 주앙 미겔 미셰우 고메스 비비아니 포르투 메우 프롱코비아크 세르지우 맘베르치,2016 ,"
청불 ", 시즌 4개 , SF
0,크레이지 헤드,"영국 작품,코미디 시리즈,호러 시리즈",카라 시오볼드 수전 워코마 라이언 스틸 아린제 케네 루이스 리브스 토니 커렌,2016 ,"
청불 ", 시즌 1개 , 코미디
0,파라노이드,"드라마,영국 작품,범죄 시리즈,스릴러 시리즈",인디라 바르마 로버트 글레니스터 디노 페처 닐 스투크 크리스티아네 파울 레슬리 샤프 케빈 도일,2016 ,"
15+ ", 시즌 1개 , 드라마 장르
0,가브리엘 이글레시아스: 푹신한 개그맨의 기아 체험,스탠드업 코미디,가브리엘 이글레시아스,2016 ,"
15+ ", 1시간 27분 , 코미디
0,도쿄재판,"드라마,법정 시리즈,캐나다 작품,TV 프로그램·실화 바탕",마르셀 헨세마 폴 프리먼 이르판 칸 스테이시 키치 마이클 아이언사이드 스티븐 맥허티 츠카모토 신야,2016 ,"
15+ ", 시즌 1개 , 드라마 장르
0,가펑클 앤 오츠: 스페셜로 스페셜해지기,"음악,스탠드업 코미디",리키 린드홈 케이트 미쿠치 안소니 제셀닉 스티브 에이지,2016 ,"
청불 ", 1시간 1분 , 코미디
0,킹메이커 로저 스톤,"다큐멘터리 영화,다큐멘터리·정치,실존 인물 다큐멘터리,사회 & 문화 다큐멘터리,미국 영화",로저 스톤,2017 ,"
청불 ", 1시간 41분 , 다큐멘터리
0,몸을 죽이는 자본의 밥상,"음식 & 여행 시리즈,다큐멘터리 영화,미국 영화",,2017 ,"
12+ ", 1시간 32분 , 다큐멘터리
0,블랙 프린스,"키즈 시리즈,드라마,가족이 함께 보는 시리즈,청춘 드라마,영국 작품",제일런 배런 만프리트 밤브라 셀린 버켄스 프레디 카터 캐롤라인 포드 나탈리 구메디 브루스 허벌린얼 노아 헌틀리 케리 잉그램 폴 룹키 제프리 맥기번 나비아 지라일리 로빈슨 마일로 투미 칼라 우드콕 톰 포브스 샬럿 조던 조 애슈먼 마틴 밥-셈플 세스 카 트니아 밀러 산체스-레인 리-브라운,2017 ,"
전체관람가 ", 시즌 3개 , 키즈
0,콜로니,"정치 시리즈,드라마,SF 시리즈,액션 & 어드벤처 시리즈,미국 TV 프로그램",조시 홀러웨이 세라 웨인 캘리스 피터 제이콥슨 아만다 리게티 토리 키틀스 이저벨라 크로베티 알렉스 뉴스테터,2016 ,"
15+ ", 시즌 2개 , SF
0,꼴찌 마녀 밀드레드,"키즈 시리즈,영국 작품,도서 원작 시리즈",벨라 램지 리디아 페이지 클레어 히긴스 라켈 캐시디 메이브 캠벨 제니 리처드슨 미리엄 페치 탈룰라 밀리건 웬디 크레이그 쇼나 심 메건 휴스 태머라 스마트 트릭시 하이드 키티 슬랙 이네즈 윌리엄스 미나 안와 대그니 롤린스 켈시 캘러다인-스미스 니콜라 스티븐슨 지타 사타르 아넷 해나 필립 마틴 브라운,2017 ,"
전체관람가 ", 시즌 4개 , 키즈
0,화이트 골드,"시트콤,영국 작품,코미디 시리즈",에드 웨스트윅 제임스 버클리 조 토마스 로런 오루크 린지 코커 나이절 린지 로이드 허친슨 리 로스,2017 ,"
청불 ", 시즌 2개 , 코미디
0,조앤 디디온의 초상,"다큐멘터리 영화,실존 인물 다큐멘터리,사회 & 문화 다큐멘터리,미국 영화",조앤 디디온,2017 ,"
15+ ", 1시간 38분 , 다큐멘터리
0,치욕의 대지,"드라마 영화,인디 영화,도서 원작 영화,사회 이슈 드라마 장르 영화,미국 영화",캐리 멀리건 제이슨 클라크 메리 J. 블라이지 가렛 헤드룬드 제이슨 미첼 롭 모건 조너선 뱅크스,2017 ,"
청불 ", 2시간 15분 , 드라마 장르
0,그는 야구장에 갔다,"다큐멘터리 영화,범죄 실화 다큐멘터리,미국 영화",,2017 ,"
15+ ", 40분 , 다큐멘터리
0,건지 감자껍질파이 북클럽,"드라마 영화,로맨틱한 영화,도서 원작 영화,미국 영화",릴리 제임스 미힐 하위스만 퍼넬러피 윌턴 톰 커트니 제시카 브라운 핀들리 캐서린 파킨슨 매튜 구드 글렌 파월,2018 ,"
15+ ", 2시간 3분 , 드라마 장르
0,제인 로 케이스 뒤집기,"다큐멘터리 영화,다큐멘터리·정치,미국 영화",리키 스턴 애니 선드버그,2018 ,"
청불 ", 1시간 39분 , 다큐멘터리
0,시크릿 시티,"정치 시리즈,드라마,호주 작품,도서 원작 시리즈,미스터리 시리즈,스릴러 시리즈",애나 토브 재키 위버 댄 와일리 알렉스 디미트리아디스 데이먼 헤리먼 메키 파이퍼 원려기 맷 제러미스 앨런 데일 다니엘 코맥 로라 고든 롭 콜린스 돈 헤이니 저스틴 스미스,2016 ,"
청불 ", 시즌 2개 , 스릴러
0,더 윈저스,"정치 시리즈,영국 작품,코미디 시리즈",해리 엔필드 헤이든 귄 휴 스키너 루이즈 포드 리처드 굴딩 매튜 코틀 모가나 로빈슨 셀레스트 드링 케이티 윅스 엘리 화이트,2016 ,"
청불 ", 시즌 3개 , 코미디
0,최강 배달꾼,"로맨틱한 드라마,드라마,한국 드라마",고경표 채수빈 김선호 고원희 조희봉 예수정 이민영 김기두 김경남 손지현 이원종 김혜리 선우재덕,2017 ,"
15+ ", 시즌 1개 , 드라마 장르
0,러셀 하워드: 이게 정상입니까,"영국 작품,스탠드업 코미디",러셀 하워드,2017 ,"
청불 ", 1시간 9분 , 코미디
0,조 로건: 희한한 시절,스탠드업 코미디,조 로건,2018 ,"
청불 ", 1시간 3분 , 코미디
0,YG전자,"시트콤,코미디 시리즈,한국 드라마",승리 유병재 이재진 지누 손세빈 김가은 박정환 백영광 최신득,2018 ,"
15+ ", 시즌 1개 , 코미디
0,셔커스: 잃어버린 필름을 찾아서,"다큐멘터리 영화,실존 인물 다큐멘터리,미국 영화",,2018 ,"
15+ ", 1시간 37분 , 다큐멘터리
0,탱크의 시대,"프랑스 작품,과학 & 자연 TV 프로그램,다큐멘터리·역사,과학 & 자연 다큐멘터리,다큐멘터리·밀리터리,다큐시리즈",,2017 ,"
12+ ", 시즌 1개 , 다큐멘터리
0,파리에선 사랑을,"프랑스 작품,코미디 시리즈,로맨틱 코미디 시리즈",지타 앙로 사브리나 우아자니 조제핀 드라이 마르크 루크만 시뤼스 샤이디 이방 노브롱 기욤 라베 톰 딩글레르,2018 ,"
청불 ", 시즌 3개 , 코미디
0,이노센트 맨,"도서 원작 시리즈,범죄 시리즈,다큐시리즈,사회 & 문화 다큐멘터리,미국 TV 프로그램,범죄 실화 다큐멘터리",존 그리샴,2018 ,"
청불 ", 시즌 1개 , 다큐멘터리
0,새드 힐: 석양에서 돌아오다,"스페인 작품,다큐멘터리 영화",,2017 ,"
12+ ", 1시간 23분 , 다큐멘터리
0,나의 Ex,"청춘 드라마 장르,대만 작품,로맨틱 코미디 영화,LGBTQ+ 영화,코미디 영화,로맨틱한 영화,중국 영화",추쩌 셰잉쉬안 황성추 천루산,2018 ,"
15+ ", 1시간 39분 , 코미디
0,워킹맘 다이어리,"시트콤,캐나다 작품,코미디 시리즈",캐서린 라이트만 대니 카인드 주노 리날디 제설린 완림 에누카 오쿠마 세라 맥비 필립 스턴버그 라이언 벨빌 세이디 먼로 니키 듀발 데니스 안드레이스 캐서린 바렐 올루니케 아델리이 피터 켈리건 케빈 비달 테닐 리드 아비바 몬질로 빅터 웹스터 웬디 크루슨,2017 ,"
청불 ", 시즌 7개 , 코미디
0,피리어드: 더 패드 프로젝트,"다큐멘터리 영화,힌디어 영화,사회 & 문화 다큐멘터리,미국 영화",,2018 ,"
전체관람가 ", 26분 , 다큐멘터리
0,폭풍의 시간,"SF 영화,스페인 작품,스릴러 영화",아드리아나 우가르테 치노 다린 하비에르 구티에레스 알바로 모르테 노라 나바스 미켈 페르난데스 클라라 세구라 미마 리에라 아이나 클로테트 알베르트 페레스 훌리오 보이가스-코우토 벨렌 루에다,2018 ,"
15+ ", 2시간 9분 , 스릴러
0,비욘세의 홈커밍,"음악,다큐멘터리 영화,콘서트 실황,힙합,실존 인물 다큐멘터리,사회 & 문화 다큐멘터리,미국 영화",비욘세 놀스-카터,2019 ,"
15+ ", 2시간 17분 , 다큐멘터리
0,투카 앤 버티,"코미디 시리즈,미국 TV 프로그램",티퍼니 해디시 앨리 웡 스티븐 연 니콜 바이어 라파엘 밥왝스버그 존 얼리 리처드 E. 그랜트 레지 와츠 샤미르 베일리 콜 에스콜라,2019 ,"
15+ ", 시즌 1개 , 코미디
0,범죄의 기록: 마지막 핼러윈,"드라마,콜롬비아 작품,도서 원작 시리즈,범죄 시리즈,스릴러 시리즈,사회 문제를 다룬 드라마",세바스티안 오소리오 파비아나 메디나 라우라 오스마 엔리케 카리아소 훌리안 로만 훌리아나 벨라스케스 후안 파블로 우레고 카를로스 베르가라 에르네스토 캄포스 파비오 루비아노 에르네스토 벤후메아 하이로 카마르고 마르셀라 아구델로,2019 ,"
15+ ", 시즌 1개 , 드라마 장르
0,블랙 갓파더,"음악,다큐멘터리 영화,사회 & 문화 다큐멘터리,미국 영화",클래런스 에이반트 퀸시 존스,2019 ,"
15+ ", 1시간 58분 , 다큐멘터리
0,테일 오브 더 시티,"드라마,도서 원작 시리즈,미국 TV 프로그램",로라 리니 엘리엇 페이지 올림피아 듀카키스 폴 그로스 머리 바틀릿 바바라 가릭 찰리 바넷 가르시아 메이 홍 젠 리처즈 빅터 가버 애슐리 박 크리스토퍼 라킨 조시아 매밋 몰리 링월드 다니엘라 베가 미셸 뷰토,2019 ,"
청불 ", 시즌 1개 , 드라마 장르
0,보스가 결혼하재요,"로맨틱한 드라마,드라마,중국 본토 시리즈,코미디 시리즈,로맨틱 코미디 시리즈",쉬카이청 왕솽 이언 황첸숴 양하오밍 류자시,2019 ,"
15+ ", 시즌 1개 , 로맨스
0,나바호 바스켓볼 다이어리,"경쟁 리얼리티 시리즈,리얼리티 시리즈,다큐시리즈,미국 TV 프로그램",,2019 ,"
12+ ", 시즌 1개 , 다큐멘터리
0,"그녀, 안드로이드","정치 시리즈,드라마,러시아 작품,SF 시리즈",파울리나 안드레예바 키릴 캐로 알렉산드르 우스튜고프 올가 로모노소바 옐다르 칼리물린 비탈리야 코르니옌코 베라 판필로바 알렉산드르 쿠즈네초프 표도르 라브로프 세르게이 소스놉스키 키릴 폴루힌 파벨 보로시초프,2019 ,"
15+ ", 시즌 1개 , 드라마 장르
0,아메리칸 팩토리,"다큐멘터리 영화,사회 & 문화 다큐멘터리,미국 영화",,2019 ,"
15+ ", 1시간 50분 , 다큐멘터리
0,피의 시인,"드라마,인도 작품,도서 원작 시리즈,액션 & 어드벤처 시리즈,스릴러 시리즈,힌디어 TV 쇼",임란 하시미 비니트 쿠마르 싱 소비타 둘리팔라 자이딥 알라왓 키르티 쿨하리 소훔 샤 라지트 카푸르 다니시 후사인,2019 ,"
청불 ", 시즌 1개 , 스릴러
0,브레이킹 배드 무비: 엘 카미노,"드라마,스릴러 영화,범죄 시리즈,미국 TV 프로그램,스릴러 시리즈,미국 영화",에런 폴 제시 플레먼스 로버트 포스터 브라이언 크랜스턴 크리스틴 리터 조너선 뱅크스 찰스 베이커 맷 존스 스콧 셰퍼드 스콧 맥아더 톰 바우어 케빈 랭킨 래리 행킨 테스 하퍼 마이클 보프셰버,2019 ,"
15+ ", 2시간 2분 , 드라마 장르
0,"그날, 패러다이스","다큐멘터리 영화,미국 영화",,2019 ,"
12+ ", 40분 , 다큐멘터리
0,누가 어린 그레고리를 죽였나?,"프랑스 작품,범죄 시리즈,다큐시리즈,범죄 실화 다큐멘터리",,2019 ,"
15+ ", 시즌 1개 , 다큐멘터리
0,아이리시맨을 말하다,"다큐멘터리 영화,미국 영화",마틴 스코세이지 로버트 드니로 알 파치노 조 페시,2019 ,"
12+ ", 23분 , 다큐멘터리
0,티그,"다큐멘터리 영화,스탠드업 코미디,실존 인물 다큐멘터리",티그 노타로,2015 ,"
15+ ", 1시간 31분 , 다큐멘터리
0,살인자의 고백,"범죄 시리즈,다큐시리즈,미국 TV 프로그램,범죄 실화 다큐멘터리",,2019 ,"
15+ ", 시즌 1개 , 다큐멘터리
0,보스 프린세스,"로맨틱한 드라마,드라마,대만 작품,코미디 시리즈,로맨틱 코미디 시리즈",류이얼 류이호 세실리아 초이 톈신 황중쿤 장짜이싱 훙옌샹 차오유닝 장수웨이 리리런,2019 ,"
15+ ", 시즌 1개 , 로맨스
0,로니 쳉: 아시아 코미디언이 미국을 망치는 이유,스탠드업 코미디,로니 쳉,2019 ,"
청불 ", 1시간 3분 , 코미디
0,킬러 인사이드: 아론 에르난데스는 왜 괴물이 되었나?,"범죄 시리즈,다큐시리즈,미국 TV 프로그램,범죄 실화 다큐멘터리",아론 에르난데스,2020 ,"
청불 ", 시즌 1개 , 다큐멘터리
0,미스 아메리카나,"음악,다큐멘터리 영화,실존 인물 다큐멘터리,미국 영화",테일러 스위프트,2020 ,"
15+ ", 1시간 25분 , 다큐멘터리
0,언컷 젬스,"스릴러 영화,미국 영화",애덤 샌들러 러키스 스탠필드 케빈 가넷 줄리아 폭스 이디나 멘젤 에릭 보고시안 주드 허쉬 아벨 테스파예,2019 ,"
청불 ", 2시간 15분 , 드라마 장르
0,테일러 톰린슨: 반半중년의 위기,스탠드업 코미디,테일러 톰린슨,2020 ,"
청불 ", 1시간 1분 , 코미디
0,코쿠리코 언덕에서,"가족 영화,어린이 & 가족 영화,일본 작품,드라마 장르 애니메이션,애니메이션 영화,학교 배경 애니",나가사와 마사미 오카다 준이치 다케시타 게이코 이시다 유리코 히이라기 루미 후부키 준 나이토 다카시 가자마 슌스케 오모리 나오 카가와 테루유키,2011 ,"
12+ ", 1시간 31분 , 애니
0,데이브 샤펠의 날: 마크 트웨인 유머상 수상 기념 스페셜,"취미와 여가,코미디 시리즈,스탠드업 코미디,미국 TV 프로그램",데이브 샤펠 닐 브레넌 존 스튜어트 세라 실버먼 아지즈 안사리 존 레전드 브래들리 쿠퍼,2020 ,"
15+ ", 1시간 25분 , 코미디
0,재판,"드라마,법정 시리즈,이탈리아 작품,범죄 시리즈",비토리아 푸치니 프란체스코 시안나 카밀라 필리피 시모네 콜롬바리 마우리치오 라스트리코 알레산드로 아베로네 에우리디체 악센 마르코 발리아니 피아 란초티 조르다노 데 플라노 로베르토 헤를리츠카 톰마소 라뇨 마르게리타 카비에첼 미켈레 모로네,2019 ,"
청불 ", 시즌 1개 , 드라마 장르
0,풀리지 않은 미스터리,"범죄 시리즈,다큐시리즈,미국 TV 프로그램,범죄 실화 다큐멘터리",,2020 ,"
청불 ", 시즌 3개 , 다큐멘터리
0,비엔에이,"SF & 판타지 애니,액션 애니,일본 작품,애니 시리즈",모로호시 스미레 호소야 요시마사 나가와나 마리아 이시카와 카이토 다카시마 가라 미치요 무라세,2020 ,"
15+ ", 시즌 1개 , 애니
0,설리: 허드슨강의 기적,"드라마 영화,도서 원작 영화,실화 바탕 영화,미국 영화",톰 행크스 아론 에크하트 로라 리니 홀트 맥칼라니 웨인 배스트럽 제이미 쉐리던 제리 페라라 샘 헌팅톤 안나 건 오텀 리저,2016 ,"
12+ ", 1시간 35분 , 드라마 장르
0,"아버지, 군인, 아들","다큐멘터리 영화,밀리터리 영화,다큐멘터리·밀리터리,미국 영화",,2020 ,"
15+ ", 1시간 40분 , 다큐멘터리
0,밤은 혼자다,"인도 작품,힌디어 영화,발리우드 영화,스릴러 영화,미스터리 영화,사회 이슈 드라마 장르 영화",나와주딘 시디키 라디카 압테 칼리드 티아브지 아디티아 스리바스타바 파드마바티 라오 시바니 라구반시 니샨트 다히야 슈웨타 트리파티 샤르마 갸넨드라 트리파티 슈리다르 두베이 스와난드 키르키레 리야 슈클라 티그만슈 두리아 일라 아룬 나타샤 라스토기,2020 ,"
15+ ", 2시간 29분 , 스릴러
0,언브레이커블 키미슈미트: 키미 대 교주,"시트콤,코미디 영화,코미디 시리즈,미국 TV 프로그램,미국 영화",엘리 켐퍼 제인 크러카우스키 타이터스 버지스 캐럴 케인 존 햄 대니얼 래드클리프 로렌 아담스 사라 체이스 솔 미란다 에이미 세다리스 마이크 칼슨 딜런 걸룰라 크리스 파넬 하이디 가드너 잭 맥브레이어 자크 오스 프레드 아미슨 조니 녹스빌,2020 ,"
12+ ", 1시간 20분 , 코미디
0,세기의 도둑들,"콜롬비아 작품,범죄 시리즈,스릴러 시리즈",안드레스 파라 크리스티안 타판 마르셀라 벵후메아 후안 세바스티안 칼레로 왈도 우레고 로그리고 헤레스 카테린 벨레스 파울라 카스타뇨 페드로 수아레스 에드가르 비토리노 람세스 라모스 후안 파블로 바라간,2020 ,"
청불 ", 시즌 1개 , 스릴러
0,하이 스코어,"과학 & 자연 TV 프로그램,다큐시리즈,미국 TV 프로그램",,2020 ,"
12+ ", 시즌 1개 , 다큐멘터리
0,82년생 김지영,"드라마 영화,도서 원작 영화,사회 이슈 드라마 장르 영화",정유미 공유 김미경 공민정 박성연 이봉련 김성철 이얼,2019 ,"
12+ ", 1시간 58분 , 드라마 장르
0,래치드,"메디컬 시리즈,도서 원작 시리즈,미국 TV 프로그램,스릴러 시리즈,호러 시리즈",세라 폴슨 핀 위트록 주디 데이비스 샤론 스톤 신시아 닉슨 존 존 브리오니스 찰리 카버,2020 ,"
청불 ", 시즌 1개 , 드라마 장르
0,사랑은 비가 갠 뒤처럼,"청춘 드라마 장르,일본 작품,드라마 영화,로맨틱한 영화,청춘 영화",코마츠 나나 오오이즈미 요 세이노 나나 이소무라 하야토 하야마 쇼노 마쓰모토 호노카 야마모토 마이카 하마다 마리 토쓰기 시게유키 요시다 요,2018 ,"
전체관람가 ", 1시간 52분 , 드라마 장르
0,돌이킬 수 없는,"프랑스 작품,스릴러 영화",모니카 벨루치 뱅상 카셀 알베르 뒤퐁텔 조 프레스티아 필리프 나옹 스테판 드루오 장루이 코스트 미셸 공두앵 무라드 키마,2002 ,"
청불 ", 1시간 37분 , 스릴러
0,천장지구,"홍콩 작품,고전 영화,로맨틱한 영화,액션 & 어드벤처 영화,중국 영화",유덕화 오천련 오맹달 황광량 유강,1990 ,"
15+ ", 1시간 32분 , 로맨스
0,You're My Destiny,"대만 작품,코미디 시리즈,로맨틱 코미디 시리즈",진교은 롼징톈 천추허 바이신후이 나웨이쉰 탄아이전,2008 ,"
15+ ",0, 로맨스
0,아홉 개의 감정,"인도 작품,연작 영화,드라마 영화,사회 이슈 드라마 장르 영화,타밀어 영화",수리야 비자이 세투파티 레바티 프라카쉬 라이 싯다르트 바르바티 델리 가네시 가우탐 바수데브 메논 안잘리 요기 바부 아디티 발란 레미아 남비산 푸르나 아타르바 프라야가 마틴 리트비카 수리야 아르빈드 스와미 프라사나 보비 심하 아쇼크 셀반 네드문디 베누 키쇼르,2021 ,"
15+ ", 시즌 1개 , 드라마 장르
0,마이크 버비글리아: 개그의 기술,스탠드업 코미디,마이크 버비글리아,2017 ,"
청불 ", 1시간 10분 , 코미디
0,흑사회 Ⅱ,"홍콩 작품,스릴러 영화,중국 영화",고천락 임달화 장가휘 임가동 임설 장조휘 왕천림 정호남 담병문 판웨퉁 안지걸,2006 ,"
청불 ", 1시간 32분 , 드라마 장르
0,카르마의 세상,"음악,키즈 시리즈,가족이 함께 보는 시리즈,어린이 음악,코미디 시리즈,만화 시리즈",아지안 브라이언트,2021 ,"
전체관람가 ", 시즌 4개 , 키즈
0,"섹스, 러브, 웰빙 실험실","리얼리티 시리즈,미국 TV 프로그램,라이프스타일",귀네스 팰트로,2021 ,"
청불 ", 시즌 1개 , 리얼리티 TV
0,와플이랑 모찌랑: 홀리데이 요리,"키즈 시리즈,가족 영화,가족이 함께 보는 시리즈,어린이 & 가족 영화,키즈 교육 영화,미국 영화",미셸 자모라 러스 왈코 미셸 오바마 앤디 헤이워드 디오나 엘리스 버넷 탈레이아 길리엄 조하나 웅거 피오트르 마이클 조너선 키더 조지 코너 엘리 니클로 트레이시 엘리스 로스 서민 노스라트 리릭 루이스,2021 ,"
전체관람가 ", 28분 , 키즈
0,도라에몽:스탠바이미,"가족 영화,어린이 & 가족 영화,일본 작품,애니메이션 영화",미즈타 와사비 오하라 메구미 카카즈 유미 스바루 키무라 세키 토모카즈 츠마부키 사토시,2014 ,"
전체관람가 ", 1시간 36분 , 키즈
0,에릭 클랩튼: 기타의 신,"음악,영국 작품,다큐멘터리 영화,실존 인물 다큐멘터리",에릭 클랩턴,2018 ,"
15+ ", 2시간 8분 , 다큐멘터리
