,제목,장르모음,출연진,개봉일,등급,상영시간,기본장르
0,폭포,"대만 작품,드라마 영화,중국 영화",자징원 왕징 천이원 리리런 류량쭤 양리인 쑹사오칭 웨이루쉬안,2021 ,"
12+ ", 2시간 9분 , 드라마 장르
0,캣 버글러: 박물관을 털어라,"코미디 영화,미국 영화",앨런 리 제임스 어도미언 트레버 드발,2022 ,"
12+ ", 12분 , 코미디
0,레스틀리스,"프랑스 작품,액션 & 어드벤처 영화",프랑크 가스탕비드 시몽 아브카리앙 미카엘 아비트불 트라시 고토아스 저마이마 웨스트 세르주 아자나비시위스,2022 ,"
15+ ", 1시간 36분 , 스릴러
0,15살 칼렐,"필리핀 작품,드라마 영화,인디 영화,사회 이슈 드라마 장르 영화",일라이자 칸라스 에디 가르시아 재클린 호세 개비 파딜랴 세드릭 후안 엘로라 에스파뇨 수 프라도,2019 ,"
청불 ", 1시간 44분 , 드라마 장르
0,파워 플레이어스,"키즈 시리즈,만화 시리즈",키런 월턴 카를로스 살라사르 그레그 천 제이미슨 프라이스 리바 부어 토드 하버콘 랜던 맥도널드 스콧 화이트 폴 하파니에미,2020 ,"
전체관람가 ", 시즌 2개 , 키즈
0,해브 어 굿 트립,"튀르키예 작품,드라마 영화",엥긴 아키위레크 톨가 사르타슈 벨푸 베니안 외이퀴 나즈 알타이 괴칸 소일루 데브림 외즈데르 아큰 외즐렘 차카르 얄츤카야 에브루 닐 아이든 하산 샤힌튀르크 세르한 오나트,2022 ,"
15+ ", 1시간 58분 , 드라마 장르
0,알파,"가족 영화,어린이 & 가족 영화,액션 & 어드벤처 영화,미국 영화",코디 스밋맥피 레오노어 바레라 요하네스 하우쿠르 요하네손 옌스 훌텐 나타샤 맬스 마르친 코발치크 스펜서르 보하르트,2017 ,"
12+ ", 1시간 36분 , 액션
0,블레이드 2,"SF 영화,액션 & 어드벤처 영화,미국 영화",웨슬리 스나입스 크리스 크리스토퍼슨 론 펄먼 레오노어 바레라 노만 리더스 토마스 크레취만 루크 고스 맷 슐즈 대니 존줄스 견자단,2002 ,"
청불 ", 1시간 56분 , 액션
0,와일드 이즈 더 윈드,"남아공 작품,드라마 영화,사회 이슈 드라마 장르 영화,아프리카 영화",모투시 마가노 프랑크 라우텐바흐 크리스 카멜레온 모나 모냐네 디온 쿳시 미셸 더글러스 브렌던 대니얼스 피닉스 바이체 캠벨 미스 니콜라 하네콤 라우 펜터르 에리카 베설스 레나터 스튀르만 이젤 베자이덴하우트 니컬러스 모이토이,2022 ,"
청불 ", 2시간 3분 , 드라마 장르
0,오프 트랙,"스웨덴 작품,코미디 영화",프레드리크 할그렌 카티아 빈테르 라켈 베름렌데르 울프 스텐베리 카타리나 라르손 수산네 토르손 레이프 안드레 칼레 모레우스 마리아 시드 켈리 플로겔 페테르 페르스키 모르텐 클링베리 토르켈 페테르손 투바 뵈르게도테르 라르센 크리스티안 벤베리 아네르스 브링크 마센,2022 ,"
15+ ", 1시간 49분 , 코미디
0,퍼스트 러브 하츠코이,"로맨틱한 드라마,드라마,일본 작품",미츠시마 히카리 사토 타케루 야기 리카코 키도 타이세이 카호 미나미 나카오 아키요시 아라키 토와 야마다 아오이 하마다 가쿠 무카이 오사무 이우라 아라타 코이즈미 쿄코,2022 ,"
청불 ", 시즌 1개 , 로맨스
0,채털리 부인의 연인,"관능적 로맨틱 영화,드라마 영화,로맨틱한 영화,도서 원작 영화,시대물,사회 이슈 드라마 장르 영화,미국 영화",에마 코린 잭 오코넬 매슈 더킷 페이 마르세이 엘라 헌트 조엘리 리처드슨,2022 ,"
청불 ", 2시간 7분 , 로맨스
0,패밀리 어페어,"필리핀 작품,로맨틱한 드라마,드라마",제럴드 앤더슨 샘 밀비 제임슨 블레이크 제이크 에헤르시토 이바나 알라위 이니하한독 응 에두 만사노 아나 아바드 산토스 리토 피멘텔 란스 리폴 돈 줄루에타 루이스 아부엘 앤서니 제닝스 모나 알라위,2022 ,"
15+ ", 시즌 1개 , 드라마 장르
0,탐정 : 더 비기닝,"코미디 영화,스릴러 영화,미스터리 영화",권상우 성동일 서영희 박해준 이승준 윤경호 조복래 이해영 이일화 박준면 최성원,2015 ,"
15+ ", 2시간 , 스릴러
0,아라한 장풍대작전,"코미디 영화,무술 영화,액션 & 어드벤처 영화",류승범 윤소이 안성기 정두홍 윤주상 김지영 김영인 백찬기 임하룡 안길강,2004 ,"
12+ ", 1시간 53분 , 액션
0,더 웨이 홈,"가족 영화,어린이 & 가족 영화,드라마 영화,도서 원작 영화,실화 바탕 영화,액션 & 어드벤처 영화,미국 영화",벤 래트너 조나 하우어-킹 스펜서 드레버 알렉산드라 십 패트릭 갤러거 태미 길리스 에드워드 제임스 올모스 웨스 스투디 패라 아비바 브로더스 매티슨 롤란도 보이스 존 카시니 배리 왓슨 비누 산두 루시아 월터스 다시 로리 크리스 바우어 세사르 데 레온 애슐리 저드,2019 ,"
전체관람가 ", 1시간 35분 , 드라마 장르
0,부당거래,"스릴러 영화,사회 이슈 드라마 장르 영화",황정민 류승범 유해진 천호진 마동석 우정국 조영진 정만식 이성민 김수현 구본웅 김민재 이희준 오정세 이종구 백승익 송새벽,2010 ,"
청불 ", 1시간 59분 , 스릴러
0,동갑내기 과외하기,"로맨스·엉뚱하고 기발,로맨틱 코미디 영화,코미디 영화,로맨틱한 영화,도서 원작 영화",김하늘 권상우 공유 김지우 백일섭 김혜옥 김자옥 오승근 정우,2003 ,"
12+ ", 1시간 53분 , 코미디
0,어쩌다 대선 후보,"프랑스 작품,정치 시리즈,코미디 시리즈",장파스칼 자디 에리크 쥐도르 브누아 풀보르드 파딜리 카마라 마리나 포이스 파리 파나요티스 파스코,2023 ,"
15+ ", 시즌 1개 , 코미디
0,불한당: 나쁜 놈들의 세상,액션 & 어드벤처 영화,설경구 임시완 김희원 전혜진 이경영 문지윤 장인섭 진선규 허준호 김성오,2017 ,"
청불 ", 2시간 , 액션
0,치팅 퀴즈,"영국 작품,경쟁 리얼리티 시리즈,리얼리티 시리즈",대니 다이어 엘리 테일러,2023 ,"
12+ ", 시즌 1개 , 리얼리티 TV
0,옵세션,"드라마,영국 작품,도서 원작 시리즈,스릴러 시리즈",리처드 아미티지 찰리 머피 인디라 바르마 리시 샤,2023 ,"
청불 ", 시즌 1개 , 스릴러
0,페노메나스,"스페인 작품,호러 영화,실화 바탕 영화",벨렌 루에다 그라시아 올라요 토니 아코스타 에밀리오 구티에레스 카바 미렌 이바르구렌 이반 마사게 오스카르 오르투뇨 안토니오 파구도 로레나 로페스 마리아 힐 프란 칸토스 페드로 카사블랑크,2023 ,"
청불 ", 1시간 34분 , 호러
0,서커스,"인도 작품,힌디어 영화,발리우드 영화,코미디 영화",란비르 싱 바룬 샤르마 푸자 헤그데 재클린 페르난데스 산제이 미쉬라 아닐 망게 무르리 샤르마 시다르트 자다브,2022 ,"
전체관람가 ", 2시간 14분 , 코미디
0,세이프 하우스,"액션 & 어드벤처 영화,영화·스파이,미국 영화",덴절 워싱턴 라이언 레이놀즈 베라 파미가 브렌던 글리슨 샘 셰퍼드 루벤 블라데스 노라 아르네제데르 로버트 패트릭 리암 커닝햄 조엘 킨나만,2012 ,"
15+ ", 1시간 54분 , 스릴러
0,에밀리: 범죄의 유혹,"인디 영화,스릴러 영화,사회 이슈 드라마 장르 영화,미국 영화",오브리 플라자 시오 로시 메걸린 에치쿤워케 지나 거손 요나탄 아비그도리 베르나르도 바디요 웨슬리 한 브랜든 스클레너 벤 로저스 리칼로 플래너건,2022 ,"
15+ ", 1시간 36분 , 드라마 장르
0,내겐 너무 아찔한 그녀,"로맨틱 코미디 영화,코미디 영화,로맨틱한 영화,청춘 영화,미국 영화",에밀 허시 엘리샤 커스버트 티머시 올리펀트 제임스 레마 크리스 마퀘트 폴 다노 티모시 바톰즈 리처드 팬시 도나 블록 레어드 스튜어트,2004 ,"
청불 ", 1시간 49분 , 코미디
0,아지즈 안사리: 매디슨 스퀘어 가든 라이브,스탠드업 코미디,아지즈 안사리,2015 ,"
청불 ", 58분 , 코미디
0,한니발 뷰레스: 코미디 야습,스탠드업 코미디,한니발 뷰레스,2016 ,"
청불 ", 1시간 7분 , 코미디
0,섀도우 헌터스: 더 모탈 인스트루먼트,"SF 시리즈,도서 원작 시리즈,청소년 시리즈,미국 TV 프로그램,호러 시리즈,판타지 시리즈",캐서린 맥나마라 도미닉 셔우드 알베르토 로센데 에머라우드 투비아 매튜 다드다리오 해리 슘 주니어 이사야 무스타파 앨런 반 스프랑,2016 ,"
15+ ", 시즌 4개 , SF
0,잠은 죽어서나: 스티브 아오키,"음악,다큐멘터리 영화,사회 & 문화 다큐멘터리,미국 영화",스티브 아오키,2016 ,"
청불 ", 1시간 19분 , 다큐멘터리
0,트레일러 파크 보이즈: 파크 탈출: 유럽편,"캐나다 작품,코미디 시리즈",마이크 스미스 존 폴 트렘블레이 롭 웰스,2016 ,"
청불 ", 시즌 1개 , 코미디
0,스카이랜더 아카데미,"키즈 시리즈,코미디 시리즈,만화 시리즈",저스틴 롱 제이슨 리터 애슐리 티스데일 조너선 뱅크스 크리스 디아만토풀로스 밥 골드웨이트 놈 맥도널드 댄 미들턴 파커 포지 패트릭 워버턴 캐서린 오하라 그레그 일리스 수전 서랜던 할랜드 윌리엄스 오언조 디 브래들리 베이커 크리스 콕스 짐 커밍스 펄리샤 데이 존 디마지오 그레이 그리핀 라이스 다비 리처드 스티븐 호비츠 월리스 쇼운 프레드 윌러드,2016 ,"
전체관람가 ", 시즌 3개 , 키즈
0,취중 결혼,"로맨틱한 드라마,드라마,대만 작품,코미디 시리즈,로맨틱 코미디 시리즈",양승림 장샤오취안 쉬웨이닝 황홍승 왕전일 토머스 프라이스,2011 ,"
15+ ", 시즌 1개 , 코미디
0,"라에르치, 나는 혁명이다","브라질 작품,다큐멘터리 영화,LGBTQ+ 영화,실존 인물 다큐멘터리,라이프스타일",라에르치 코치뉴,2017 ,"
15+ ", 1시간 40분 , 다큐멘터리
0,크리스 델리아: 맨 온 파이어,스탠드업 코미디,크리스 델리아,2017 ,"
청불 ", 1시간 5분 , 코미디
0,마즈 조브라니: 이민자란?,스탠드업 코미디,마즈 조브라니,2017 ,"
15+ ", 1시간 7분 , 코미디
0,화염과의 사투,"과학 & 자연 TV 프로그램,다큐시리즈,미국 TV 프로그램",,2017 ,"
12+ ", 시즌 1개 , 다큐멘터리
0,화급,"홍콩 작품,액션 & 어드벤처 영화,중국 영화",유청운 방력신 이약동 황탁령 황호연 유송인 임설 진계태,1997 ,"
15+ ", 1시간 44분 , 액션
0,제럴드의 게임,"호러 영화,스릴러 영화,도서 원작 영화,미국 영화",칼라 구지노 브루스 그린우드 헨리 토머스 카렐 스트류컨 키아라 오렐리아,2017 ,"
청불 ", 1시간 43분 , 호러
0,굿 캅 배드 캅 2,"캐나다 작품,코미디 영화,액션 & 어드벤처 영화",파트리크 위아르 콜므 포어 마르크 보프레 놈 젱킨스 안드레아스 어페어기스 마리아나 마자 에릭 넉슨 사라-잔 라브로스 뤼시 로리에 닐 크론 카트린 생로랑,2017 ,"
청불 ", 2시간 6분 , 액션
0,넥스트 젠,"가족 영화,어린이 & 가족 영화,코미디 영화,미국 영화",존 크래신스키 샬린 이 제이슨 서데이키스 마이클 페냐 데이비드 크로스 콘스탄스 우,2018 ,"
12+ ", 1시간 46분 , 키즈
0,코드명 엔젤,"영국 작품,스릴러 영화,도서 원작 영화,실화 바탕 영화,영화·스파이",마르완 켄자리 해나 웨어 토비 켑벨 왈리드 즈와이터 마이사 압드 엘하디 사손 가바이 믹키 레온 오리 페퍼 슬리만 다지,2018 ,"
15+ ", 1시간 54분 , 드라마 장르
0,사이보그 009: 콜 오브 저스티스,"일본 소년 만화를 만나다,SF & 판타지 애니,액션 애니,일본 작품,애니 시리즈,일본 만화 원작 시리즈",코모토 케이스케 타네다 리사 후쿠엔 미사토 사토 타쿠야 히노 사토시 노무라 켄지 마도노 미츠아키 사토 세츠지 이시야 하루키 스기사키 료 마키노 유이 이노우에 카즈히코 카이다 유코,2017 ,"
12+ ", 시즌 1개 , 애니
0,트레일러 파크 보이즈: 파크 탈출: 미국편,"캐나다 작품,코미디 시리즈",존 폴 트렘블레이 롭 웰스 마이크 스미스 톰 메이휴 알렉스 라이프슨 서배스천 바크 토미 총 데니스 로드먼 토니 호크 베른 트로이어 톰 그린 라일리 호크,2017 ,"
청불 ", 시즌 1개 , 코미디
0,채울 수 없는,"드라마,청춘 드라마,청소년 시리즈,코미디 시리즈,미국 TV 프로그램",댈러스 로버츠 데비 라이언 알리사 밀라노 크리스토퍼 고럼 키미 실즈 마이클 프로보스트 에린 웨스트브룩 대니얼 강 아든 머린 세라 콜로나,2018 ,"
청불 ", 시즌 2개 , 코미디
0,데프 코미디 잼 25주년: 이것이 입담이다,스탠드업 코미디,데이브 샤펠 스티브 하비 세드릭 더 엔터테이너 마틴 로런스 티퍼니 해디시 캣 윌리엄스 크레이그 로빈슨 D.L. 휴글리 에디 그리핀 J.B. 스무브 조 토리 키드 카프리 마이크 엡스 셰릴 언더우드 트레이시 모건 디온 콜,2017 ,"
청불 ", 1시간 21분 , 코미디
0,크레이그 퍼거슨: 티끌 모아 조크,스탠드업 코미디,크레이그 퍼거슨,2017 ,"
청불 ", 1시간 6분 , 코미디
0,오퍼레이션 피날레,"스릴러 영화,실화 바탕 영화,영화·스파이,사회 이슈 드라마 장르 영화,미국 영화",오스카 아이작 벤 킹즐리 리오르 라즈 멜라니 로랑 닉 크롤 조 알윈 헤일리 루 리처드슨 마이클 아로노프 피터 스트라우스 오하드 크놀레르 토르벤 리브레히트 그레타 스카키 페페 하파조트,2018 ,"
15+ ", 2시간 3분 , 드라마 장르
0,오싹한 이야기,영국 작품,빅토리아 다이아몬드 윌리엄 로메인 시드니 웨이드 제니퍼 제임스 대니얼 라이언 로버트 스타일스 리스 개넌 메이브 라킨 마거릿 재크먼 케이티 프록터 조너선 블레이크 맥시머스 에번스 애니아 로런스 티퍼니 엘레파노 디야 키투르 버클리 실버먼 메일런 클라크슨 제이슨 던 로지나 카본 보리스 버넬 앤더슨 메이시 하워스 리베카 핸슨 윌리엄 헤어스큐 크리스 잭 지타 사타르 아쿠슐라 타라 쿠페 틸리 아마티 이사벨라 핀토 벨라 밴드 롤라 오구녜미 엘리자베스 바워 잔루카 갈루치 제이컵 헨쇼 어밀리아 커티스 로미 웰트먼 저스틴 폴 켈리 조던 풀 타밀라 뮬와나 제이크 심 리아 초우드리 대니얼 오그베이데-존 에마 그레고리 레이철 레스코박 아도니스 앤서니 카일 브라이트코프 줄리안 리칭즈 캐스린 에밀리 더글러스 토마소 사넬리 이선 푸지오토 알렉산드라 카스티요 이머전 티어 디패로 매케이 운아타이 퀸시 커크우드 제이컵 데이비스 해나 색스비 알렉스 워버턴 민티 곤 셰치나 음품롸나 이모젠 페어스 샤니스 아처 타이언 오캘러핸 토미 프렌치 올리버 피니건 보 브라가손 롤라 메이 로크런 엘라 던롭 제임스 데이 앨리스 프란치스카 우드하우스 졸라 올라지데 브리엘 로빌라드 올리비아 프레스티 모건 코핸 클레어 큐트 단테 지 비크람 바트,2017 ,"
15+ ", 시즌 2개 , 키즈
0,덤플링,"청춘 드라마 장르,코미디 영화,도서 원작 영화,미국 영화",대니엘 맥도널드 제니퍼 애니스턴 오데야 러시 매디 바일리오 벡스 테일러 클라우스 루크 벤워드 조지 플로레스 도브 카메론 해럴드 페리노 캐시 나지미 진저 민지 힐리어리 베글리,2018 ,"
12+ ", 1시간 50분 , 드라마 장르
0,프린스는 교환학생: 크리스마스 사슴 이야기,"키즈 시리즈,시트콤,어린이 & 가족 영화,코미디 영화,코미디 시리즈,미국 영화",개빈 루이스 시어도어 반스 셸비 시먼스 신시아 케이 맥윌리엄스,2018 ,"
전체관람가 ", 29분 , 키즈
0,엘런 디제너러스: 공감 능력자,"코미디 시리즈,스탠드업 코미디,미국 TV 프로그램",엘런 디제너러스,2018 ,"
15+ ", 시즌 1개 , 코미디
