,제목,장르모음,시놉시스,특징,출연진,개봉일,등급,상영시간,기본장르,nfid,imdbid
0,걸스 파이브 에바,"시트콤,코미디 시리즈,미국 TV 프로그램","90년대에 히트곡 하나를 남기고 홀연히 사라진 걸 그룹이 컴백을 시도한다. 하지만 그들에게는 헤쳐 나가야 할 과제가 산적해 있었으니. 가족, 연애 문제에다 중년의 설움과 기쁨까지!","위트 있는,유쾌 발랄","Sara Bareilles,비지 필립스,폴라 펠,르네 엘리스 골즈베리,Daniel Breaker,Erika Henningsen,애슐리 박,Jonathan Hadary,앤드루 래널스,",2021 ,"
청불 ", 시즌 2개 , 코미디,81630704,tt11650492
0,피치 퍼펙트,"코미디 영화,도서 원작 영화,뮤지컬,미국 영화",벨라스 아카펠라 그룹에 합류한 베카. 대학 경연에서 남성 합창단을 이기기 위해 지루한 합창 방식을 완전히 뒤엎기로 한다. 진짜 음악 배틀은 지금부터다.,"유쾌 발랄,기분 좋아지는","애나 켄드릭,레블 윌슨,스카일러 애스틴,애나 캠프,애덤 더바인,브리트니 스노,존 마이클 히긴즈,엘리자베스 뱅크스,알렉시스 냅,에스터 딘,하나 메이 리,",2012 ,"
15+ ", 1시간 52분 , 코미디,70244166,tt1981677
0,사선에서,"고전 영화,액션 & 어드벤처 영화,미국 영화","존 F. 케네디 대통령의 암살을 막지 못한 죄책감에 수십 년간 시달려 온 베테랑 비밀수사국 요원. 그의 앞에 비뚤어진, 하지만 지능적인 킬러가 등장한다.","긴박감 넘치는,긴장감 넘치는,흥미진진","클린트 이스트우드,존 말코비치,러네이 루소,딜런 맥더멋,게리 콜,프레드 톰프슨,존 마호니,그레고리 앨런 윌리엄스,짐 컬리,샐리 휴스,",1993 ,"
15+ ", 2시간 8분 , 액션,624420,tt0107206
0,빌로우 덱: 우리는 요티,"과학 & 자연 TV 프로그램,리얼리티 시리즈,미국 TV 프로그램","바다 위의 별장이라 불리는 요트. 그 갑판 아래에서 일하는 요트 크루의 세계는 어떤 모습일까. 까다로운 승객들, 생각지도 못한 돌발 상황, 동료와의 우정과 로맨스. 럭셔리 요트에서 꿈을 일구는 '요티'들의 삶을 다룬 리얼리티 시리즈.",,"에디 루커스,에이미 존슨,켈리 존슨,리 로스백,벤 로빈슨,케이트 채스테인,마크 크로닌,",2012 ,"
15+ ", 시즌 2개 , 리얼리티 TV,81228402,tt2342499
0,성난 사람들,"드라마,코미디 시리즈,미국 TV 프로그램",일이 잘 풀리지 않는 도급업자와 삶이 만족스럽지 않은 사업가. 두 사람 사이에서 난폭 운전 사건이 벌어지면서 내면의 어두운 분노를 자극하는 갈등이 촉발된다.,색다른,"스티븐 연,앨리 웡,조지프 리,영 마지노,데이비드 최,패티 야스테이크,애슐리 박,마리아 벨로,저스틴 H. 민,레미 홀트,미아 세라피노,앤드루 산티노,렉 리,",2023 ,"
15+ ", 시즌 1개 , 코미디,81447461,tt0361354
0,투니부,"인도 작품,액션 & 어드벤처 영화,타밀어 영화",대형 은행을 털기 위해 작전에 돌입한 일당이 어이없는 상황과 마주한다. 의문의 침입자가 이미 은행을 장악하고 있었던 것.,흥미진진,"아지트 쿠마르,만주 와리어,사무티라카니,존 코켄,",2023 ,"
15+ ", 2시간 22분 , 액션,81644302,tt15163652
0,언브로큰,"밀리터리 영화,도서 원작 영화,실화 바탕 영화,액션 & 어드벤처 영화,미국 영화","올림픽 육상 선수 루이 잠페리니. 제2차 세계대전에 조종사로 참전하지만, 전투기 추락으로 태평양을 표류하다 일본 해군에 붙잡히고 만다. 혹독한 포로 생활 속에서도 놓을 수 없었던 귀향의 꿈. 그는 무사히 고국으로 돌아갈 수 있을까.","폭력적인,감명을 주는,흥미진진","잭 오코넬,도널 글리슨,가렛 헤드룬드,미야비,핀 위트록,자이 코트니,마달레나 이스키알레,빈첸초 아마토,존 마가로,루크 트레더웨이,",2014 ,"
15+ ", 2시간 17분 , 드라마 장르,70305949,tt1809398
0,왈테르 위라야,"인도 작품,액션 & 어드벤처 영화,텔루구어 영화","도주 중인 지명 수배자 체포에 혈안이 된 경찰. 악명 높은 과거를 지닌 위험한 남자, 어부 왈테르 위라야에게 도움을 요청하는데.",,"치란지비,라비 테자,프라카쉬 라이,슈루티 하산,보비 심하,라젠드라 프라사드,베넬라 키쇼르,",2023 ,"
청불 ", 2시간 37분 , 액션,81551307,tt15281402
0,슈렉 2,"가족 영화,어린이 & 가족 영화,코미디 영화,도서 원작 영화,미국 영화","'겁나먼 왕국'에 결혼 소식을 알린 슈렉과 피오나 공주. 영원히 행복하게 살겠다고 맹세했건만, 위기가 닥쳤다. 프린스 챠밍과 요정 대모가 뒤에서 무서운 일을 꾸미고 있으니, 마음을 놓을 수가 있나!","위트 있는,기분 좋아지는","마이크 마이어스,에디 머피,카메론 디아즈,줄리 앤드루스,안토니오 반데라스,존 클리즈,루퍼트 에버릿,제니퍼 손더스,",2004 ,"
전체관람가 ", 1시간 32분 , 키즈,60034572,tt0298148
0,그녀가 말했다,"드라마 영화,도서 원작 영화,실화 바탕 영화,사회 이슈 드라마 장르 영화,미국 영화",《뉴욕타임스》 취재 기자들이 할리우드 제작자 하비 와인스타인에 대한 충격적인 의혹을 조사한다. 다양한 수상 경력에 빛나는 탐사 보도 스릴러.,,"캐리 멀리건,조이 커잰,퍼트리샤 클라크슨,안드레 브라우어,제니퍼 일리,사만다 모튼,애슐리 저드,",2022 ,"
15+ ", 2시간 9분 , 드라마 장르,81608803,tt14807308
0,보잭 홀스맨: 사브리나의 크리스마스 소원,"시트콤,코미디 시리즈,미국 TV 프로그램","성탄절을 평범하게 보내고 싶어하는 보잭은 토드가 커다란 지팡이 사탕과 예전에 상영된 보잭의 ""말 장난"" 성탄절 에피소드를 들고 찾아 오자 어쩔 수 없이 같이 시청한다.",,"윌 아넷,에런 폴,앨리슨 브리,애덤 코노버,크리스틴 스칼,프레드 새비지,",2014 ,"
청불 ", 25분 , 코미디,80019503,tt4294938
0,3D 프린팅: 전설을 만들다,"다큐멘터리 영화,과학 & 자연 다큐멘터리,미국 영화",이 오리지널 다큐멘터리 수상작은 차세대 기술 진화의 주인공인 3D 프린팅의 시장을 지배하려는 경쟁을 연대기로 그리고 있다.,진실을 찾아,,2014 ,"
15+ ", 1시간 39분 , 다큐멘터리,80005444,tt3557464
0,마이 뷰티풀 브로큰 브레인,"영국 작품,다큐멘터리 영화,과학 & 자연 다큐멘터리,실존 인물 다큐멘터리","34세에 뇌졸중을 겪은 영화제작자 로체 소더랜드. 회복의 과정부터 새로운 삶을 구축하기까지, 장애물을 극복해 나가는 일상을 기록한다.","감명을 주는,잔잔한","소피 로빈슨,로체 소더랜드,",2016 ,"
15+ ", 1시간 24분 , 다큐멘터리,80049951,tt3815136
0,리벨리언,"정치 시리즈,드라마,아일랜드 작품,시대물",비극으로 끝난 1916년 더블린 부활절 봉기. 그러나 역사는 아직 끝나지 않았다. 독립과 자치를 염원하는 아일랜드 혁명가들이 영국군을 상대로 기나긴 전쟁을 시작한다.,"어두운,감정을 파고드는","브라이언 글리슨,시몬 커비,너태샤 오키프,데이비드 윌멋,마이클 포드 피츠제랄드,이퍼 더핀,캐서린 워커,톰 베넷,코널 키팅,퍼걸 매컬헤런,브라이언 도허티,벤 스미스,매슈 홉킨슨,도미닉 소번,코너 맥닐,조댄 존스,이머전 돌,리처드 더블데이,크리스 맥핼럼,개빈 드레이,토미 해리스,휴 오코너,크레이그 파킨슨,스탠리 타운젠드,폴 리터,찰리 머피,루스 브래들리,사라 그린,미셸 페얼리,이안 맥엘히니,폴 리드,배리 워드,톰 터너,퍼디타 윅스,앤드류 심슨,소피 로빈슨,",2016 ,"
청불 ", 시즌 2개 , 드라마 장르,80094273,tt4699982
0,쿵푸팬더: 두루마리의 비밀,"가족 영화,어린이 & 가족 영화,코미디 영화,무술 영화,미국 영화",운명의 장난으로 인해 예상 밖의 조합을 이룬 5마리의 동물은 자신들만의 쿵푸 스타일을 합쳐 한 팀을 이루면 완벽한 무기로 활용할 수 있음을 알게 된다.,"허당 매력,흥미진진","잭 블랙,타라 마크리,더스틴 호프먼,세스 로건,데이비드 크로스,루시 리우,제임스 시,랜달 덕 김,제임스 홍,",2016 ,"
12+ ", 23분 , 키즈,80101096,tt5513770
0,아쿠아리우스,"드라마,범죄 시리즈,미국 TV 프로그램","1960년대 LA, 그 혼란의 중심에서 섹스와 마약으로 얼룩진 찰스 맨슨의 컬트 집단을 파헤치게 된 두 경찰과 명문 정치가문의 이야기이다.",어두운,"데이비드 듀코브니,게틴 안토니,그레이 데이먼,엠마 듀몬트,클레어 홀트,미케일라 맥매너스,브라이언 F. 오바이런,데이빗 뮈니에르,앰버 칠더스,타라 린 바,휘트니 로즈 핀,제이슨 랄프,",2015 ,"
청불 ", 시즌 2개 , 드라마 장르,80026224,tt3768572
0,웨스트 코스트 커스텀,"가족이 함께 보는 시리즈,리얼리티 시리즈,미국 TV 프로그램","자동차의 변신은 무죄! 단순한 튜닝을 넘은 상상 초월 커스터마이징을 통해 가지각색의 차를 특수 제작하는 전 과정을 고스란히 담았다. 자동차 마니아들이여, 기대하시라.",흥미진진,"라이언 프리들링하우스,헌터 클랜시,",2011 ,"
12+ ", 시즌 6개 , 리얼리티 TV,80135640,tt1885855
0,소닉 붐,"키즈 시리즈,코미디 시리즈,만화 시리즈",세상에서 가장 빠르고 파란 고슴도치 소닉. 동물 친구들과 팀을 이루어 에그맨 박사가 섬을 놀이 공원으로 바꾸지 못하도록 막아야 한다.,"위트 있는,허당 매력,흥미진진","로저 크레이그 스미스,콜린 오쇼너시,신디 로빈슨,트래비스 윌링햄,니카 푸터만,마이크 폴록,",2014 ,"
전체관람가 ", 시즌 1개 , 키즈,80155771,tt3232262
0,"당신과 나, 그리고 그녀","로맨틱한 드라마,드라마,코미디 시리즈,로맨틱 코미디 시리즈,미국 TV 프로그램",성생활에 변화를 주기 위해 도우미를 고용한 잭과 에마. 하지만 세 사람 사이에 예상치 못한 로맨스가 싹트면서 상황은 꼬여버리고 만다.,"위트 있는,거부할 수 없는 이끌림,감정을 파고드는","그레그 폴러,레이첼 브랑차드,프리실라 파이아,멜라니 파팔리아,제니퍼 스펜스,에니스 에스머,패트릭 길모어,로버트 멀로니,데이브 콜렛,애덤 보셴,마크-앤서니 머사이아,리 마지두브,패트릭 루브칙,에니드레이 애덤스,제스 매클라우드,재러드 조지프,첼라 호스덜,알리야 오브라이언,",2016 ,"
청불 ", 시즌 5개 , 코미디,80103417,tt5179408
0,리버데일,"드라마,청춘 드라마,청소년 시리즈,미스터리 시리즈,범죄 시리즈,미국 TV 프로그램,코믹스 원작 시리즈","평화로운 소도시 리버데일에서 살아가는 아치와 친구들이 복잡한 연애, 섹스, 학교생활과 가족사를 헤쳐나간다. 파고들수록 수렁으로 빠져드는 리버데일의 미스터리.","색다른,어두운,감정을 파고드는","K.J. 아파,릴리 라인하트,카밀라 멘데스,콜 스프라우스,케이시 콧,루크 페리,마리솔 니콜스,매들레인 페치,메이천 에이믹,애슐리 머리,스키트 울리치,로슬린 먼로,마틴 커민스,나탈리 볼트,마크 콘슈로스,버네사 모건,찰스 멜튼,로빈 기븐스,몰리 링월드,아샨티 브롬필드,조던 코너,드루 레이 태너,앨빈 샌더스,",2017 ,"
15+ ", 시즌 7개 , 드라마 장르,80133311,tt5420376
0,다섯이 돌아왔다: 할리우드와 2차대전 이야기,"도서 원작 시리즈,다큐멘터리·역사,다큐멘터리·밀리터리,다큐시리즈,미국 TV 프로그램",제2차 세계대전을 담아내고자 참전도 마다 않은 할리우드의 신화적인 영화 감독 5인. 이들 다섯 감독의 이야기를 현대의 스타 영화 감독 다섯을 통해 들어본다.,"진실을 찾아,진심 어린","스티븐 스필버그,기예르모 델토로,로런스 캐즈던,프랜시스 포드 코폴라,폴 그린그래스,메릴 스트립,",2017 ,"
12+ ", 시즌 1개 , 다큐멘터리,80049928,tt0031314
0,우산 혁명: 소년 vs. 제국,"다큐멘터리 영화,다큐멘터리·정치,청춘 영화,실존 인물 다큐멘터리,사회 & 문화 다큐멘터리,미국 영화",10대 학생운동가 조슈아 웡이 이끄는 홍콩의 젊은 시민들. 성난 그들이 거리로 나섰다. 오직 조국 홍콩의 자치를 수호하기 위해.,감명을 주는,,2017 ,"
15+ ", 1시간 18분 , 다큐멘터리,80169348,tt6333072
0,DC 레전드 오브 투모로우,"SF 시리즈,액션 & 어드벤처 시리즈,미국 TV 프로그램,코믹스 원작 시리즈",미래에서 온 미스터리한 '타임 마스터'가 개성 뚜렷한 슈퍼히어로와 악당들을 한 팀으로 꾸려 불멸의 악당으로부터 지구 수호에 나선다.,흥미진진,"케이티 롯츠,빅터 가버,브랜던 라우스,프란츠 드라메,에이미 펨버튼,도미닉 퍼셀,메이지 리처드슨셀러스,닉 자노,아서 다빌,웬트워스 밀러,탈라 애시,애덤 세크먼,크리스티나 브루카토,사이먼 메럴스,닐스 홍네스타,제스 매캘런,케이난 론스데일,",2016 ,"
15+ ", 시즌 7개 , 액션,80066080,tt5362352
0,죽음의 타임캡슐,"드라마,대만 작품,스릴러 시리즈",고교 시절 함께 놀러 왔던 산장을 오랜만에 다시 찾은 친구들. 끔찍한 사건에 휘말리면서 해묵은 비밀이 서서히 드러난다.,긴장감 넘치는,"장수하오,간만서,차오옌하오,쑨커팡,천이룬,쉬쥔하오,주성핑,란야윈,",2016 ,"
15+ ", 시즌 1개 , 드라마 장르,80185369,tt6506806
0,그린하우스 아카데미,"키즈 시리즈,드라마,청춘 드라마,청소년 시리즈","십대 오누이 헤일리와 알렉스는 영재 기숙학교에 입학한다. 숨 막히는 경쟁과 감미로운 사랑의 나날을 보내던 이들은, 최근 엄마를 앗아간 참사의 비밀을 발견한다.",,"아리엘 모르트만,핀 로버츠,크리스 오닐,댈러스 하트,신시아 카모나,그레이스 밴딘,벤자민 파팍,제시카 엠리,비제이 미첼,아비브 부흘레르,나딘 엘리스,이프타흐 미즈라히,파커 스티븐슨,이샤이 골란,셀리나 자일스,레이나 하디스티,다니카 야로시,데이나 멜러니,아미트 야구르,",2017 ,"
12+ ", 시즌 4개 , 키즈,80095435,tt6076336
0,엔드 게임: 생이 끝나갈 때,"다큐멘터리 영화,미국 영화",고통을 지켜볼 것인가. 치료를 포기할 것인가. 투병 중인 말기 환자들과 그 가족에게 다가온 특별한 의료 전문가들. 그들은 죽음을 멈출 수 없지만 죽음을 다룰 줄 안다.,"거부할 수 없는 이끌림,감정을 파고드는",,2018 ,"
12+ ", 40분 , 다큐멘터리,80210691,tt7879350
0,파티 몬스터: 겉만 스크래치,"코미디 영화,미국 영화","키미를 위한 추천작, 너플릭스 다큐멘터리 《파티 몬스터: 겉만 스크래치》. 자신의 어릴 적 영웅을 찾아 나선 디제이 핑가블래스트는 놀라운 진실을 마주한다.","위트 있는,유쾌 발랄,허당 매력","DJ 슬리자드,DJ 핑가블라스트,프랜 도드,헬로 하디드,다마르 바르니시,타이투스 안드로메돈,",2018 ,"
15+ ", 33분 , 코미디,81020839,tt8008382
0,인간이란: 저스틴 윌먼 매직쇼,"리얼리티 시리즈,코미디 시리즈,미국 TV 프로그램","저스틴 윌먼을 만나면 상상조차 못 했던 일이 벌어진다! 사랑과 죄책감을 이용하는 실험부터, 기술과 초능력을 이해하는 체험까지. 사람의 마음을 꿰뚫어 보는 매직쇼.","기분 좋아지는,허당 매력","저스틴 윌먼,",2018 ,"
15+ ", 시즌 3개 , 리얼리티 TV,80190510,tt8425308
0,트럼프: 미국인의 꿈,"정치 시리즈,영국 작품,다큐멘터리·정치,실존 인물 다큐멘터리,다큐시리즈,사회 & 문화 다큐멘터리","부동산 개발업자에서 재계의 거물로, 리얼리티 쇼의 스타에서 미국 대통령으로. 친구와 적수의 눈으로 보는 도널드 트럼프. 자본과 권력을 거머쥔 그의 40년을 추적한다.","도발적인,진실을 찾아","도널드 트럼프,",2018 ,"
15+ ", 시즌 1개 , 다큐멘터리,80206395,tt7596008
0,데런 브라운: 희생,"영국 작품,리얼리티 시리즈",기적을 창조하는 심리 마술 전문가 데런 브라운. 이번엔 평범한 사람을 용감한 히어로로 만든다. 실험 대상은 전혀 모르는 이를 위해 기꺼이 목숨을 내놓을 수 있을까.,도발적인,"데런 브라운,",2018 ,"
15+ ", 49분 , 리얼리티 TV,80216677,tt9077188
0,크리스마스 연대기,"가족 영화,어린이 & 가족 영화,코미디 영화,미국 영화","사고뭉치 남매들, 산타의 썰매에 올라타다? 거침없는 영혼의 21세기 산타도 놀라게 한 크리스마스 대소동! 위기의 크리스마스를 구하기 위한 마법 같은 모험이 시작된다.","기분 좋아지는,진심 어린,흥미진진","커트 러셀,다비 캠프,주다 루이스,킴벌리 윌리엄스페이즐리,올리버 허드슨,러몬 모리스,마틴 로치,",2018 ,"
전체관람가 ", 1시간 45분 , 키즈,80199682,tt2990140
0,신과함께-인과 연,액션 & 어드벤처 영화,"원귀가 귀인이라니. 이를 증명하기 위한 재판이 시작된 저승. 그 사이, 차사들은 막강한 성주신이 지키고 있는 한 노인을 저승에 데려와야 한다. 그러면서 드러나는 차사들의 과거. 이승과 저승을 넘나드는 오랜 비밀이 베일을 벗는다.","긴박감 넘치는,흥미진진","하정우,주지훈,김향기,마동석,김동욱,조한철,임원희,남일우,정지훈,도경수,이준혁,장광,정해균,김명곤,예수정,",2018 ,"
12+ ", 2시간 21분 , 판타지,81017092,tt8116428
0,서배스천 매니스캘코: 헝그리 정신,스탠드업 코미디,괴팍한 생활의 지혜부터 짜증 나는 상황 대처법까지. 서배스천 매니스캘코의 신랄한 인생 특강이 시작된다. 유감천만 세상사를 아재의 눈으로 해부하는 코미디 스페셜.,,"서배스천 매니스캘코,",2019 ,"
15+ ", 1시간 5분 , 코미디,80218104,tt9482786
0,더티 존,"드라마,범죄 시리즈,미국 TV 프로그램,스릴러 시리즈,TV 프로그램·실화 바탕",사랑이 공포로 변해버렸다. 믿음이 배신으로 돌아왔다. 파국을 향해 달리는 그들. 이제 무슨 일이든 일어날 수 있다. 살인까지도. 범죄 실화를 바탕으로 한 연작 시리즈.,불길한,"어맨다 피트,크리스천 슬레이터,레이철 켈러,코니 브리튼,에릭 바나,주노 템플,줄리아 가너,진 스마트,케이코 아제나,제프 페리,케빈 지거스,제이크 에이블,릴리 도너휴,미시 파일,",2018 ,"
청불 ", 시즌 2개 , 드라마 장르,80241855,tt7945720
0,"결혼은 무효, 사랑은 오케이","필리핀 작품,로맨스·엉뚱하고 기발,로맨틱 코미디 영화,코미디 영화,로맨틱한 영화","남자친구랑 결혼할 날만 손꼽아 기다렸는데! 오래도록 사귄 애인과 웨딩마치를 앞둔 나를 하늘이 시샘하는 건가, 내가 웬 생판 모르는 외간 남정네랑 이미 결혼한 몸이라고? 말도 안 돼! 오 세상의 모든 신이시여, 제가 뭘 잘못했나요!","설렘주의,유쾌 발랄,로맨틱","캐스린 베르나르도,다니엘 파딜랴,매테오 귀디첼리,잔조 마루도,체리 파이 피카체,롯롯 데 레온,데니스 파딜랴,리토 피멘텔,조로스 감보아,자누스 델 프라도,",2017 ,"
15+ ", 1시간 59분 , 로맨스,80188883,tt6725484
0,노던 레스큐,"드라마,미국 TV 프로그램","아내를 잃고 모든 게 엉망이 된 때, 고향 마을에서 일자리 제안이 온다. 고민 끝에 자식 셋을 이끌고 이주를 단행하는 존 웨스트. 조금은 엉뚱한 새 터전에서, 웨스트 가족의 새로운 삶을 개척해볼 참이다.","달콤 쌉싸름,진심 어린,감정을 파고드는","윌리엄 볼드윈,캐슬린 로버트슨,스펜서 맥퍼슨,테일러 손,아말리아 윌리엄슨,미셸 놀든,피터 맥닐,내털리 리신스카,",2019 ,"
15+ ", 시즌 1개 , 드라마 장르,80202258,tt8462412
0,턴 업 찰리,"음악,드라마,영국 작품,코미디 시리즈","다시 무대에 서기 위해 보모 일을 시작한 디제이. 체면도 허영도 모두 버린 그가 사랑과 우정, 음악을 다시 발견한다. 세련된 비트 위로 감동이 흐르는 코미디 시리즈.",,"이드리스 엘바,파이퍼 페라보,J. J. 필드,프랭키 허비,거스 칸,",2019 ,"
청불 ", 시즌 1개 , 코미디,80124723,tt8304498
0,세컨드 찬스,"필리핀 작품,드라마 영화,로맨틱한 영화","이런 게 결혼 생활이라니! 누구보다 열정적이고 로맨틱한 연애를 한 남녀가 결혼했건만, 실제 결혼은 생각과는 천지 차이! 왜 나만 다 희생해야 하는데? 뭐라고, 왜 나를 이해 못 하는데? 연애와 결혼이 이렇게 다른 겁니다, 여러분.","감상적,감정을 파고드는,로맨틱","존 로이드 크루스,베아 알론소,딤플스 로마나,자누스 델 프라도,제임스 블랑코,아론 빌례나,베아트리스 소,샤메인 부엔카미노,칼릴 라모스,빌리 크로퍼드,알 탄타이,아르시 무뇨스,",2015 ,"
15+ ", 2시간 9분 , 로맨스,80092925,tt5226380
0,티후아나,"드라마,멕시코 작품,범죄 시리즈,사회 문제를 다룬 드라마","유명한 정치인이 의문의 죽임을 당한다. 사건의 진상을 파헤치기로 결심한 《프렌테 티후아나》의 기자들. 음모에 가까이 다가갈수록, 그들의 목숨도 점점 위험해진다.","도발적인,달콤 쌉싸름","다미안 알카사르,타마라 바야르타,롤프 페터젠,클라우데트 마이예,테테 에스피노사,이반 아라곤,마르타 클라우디오 모레노,에덴 비야비센시오,카를로스 코로나,잔카를로 루이스,마이라 바타야,로드리고 아베드,로베르토 마테오스,아나벨 페레이라,로베르토 소사,",2019 ,"
15+ ", 시즌 1개 , 드라마 장르,80241474,tt8027624
0,그래스 이즈 그리너,"다큐멘터리 영화,힙합,사회 & 문화 다큐멘터리,미국 영화","미국의 뜨거운 감자, 대마초. 누군가에겐 음악의 친구, 누군가에겐 범죄의 상징이었다. 전국에 합법화의 바람이 부는 지금, '푸르디푸른 풀'의 곡절 많은 역사를 되짚는다.","도발적인,진실을 찾아",,2019 ,"
청불 ", 1시간 37분 , 다큐멘터리,80213712,tt10050782
0,셰에라자드,"프랑스 작품,드라마 영화",소년원에서 갓 출소한 17세의 자크. 하지만 마르세유의 거친 거리에서 새 출발 따위는 사치일 뿐이다. 거리에서 만난 또래의 창녀와 서로 의지해 살아가지만 이내 닥쳐온 시련. 딜레마에 빠진 자크는 어떤 길을 선택할 것인가.,어두운,"딜란 로베르,켄자 포르타스,이디르 아주글리,리자 아메주,소피아 벤트,나빌라 부나드,카데르 벤슈다르,나빌라 아이트 아메르,",2019 ,"
청불 ", 1시간 51분 , 드라마 장르,81012340,tt8459250
0,완다 사이크스: 정상이 아니야,스탠드업 코미디,"말할 건 해야지, 안 그래? 완다 사이크스가 이상하게 돌아가는 정치에 일침을 놓는다. 리얼리티 TV, 인종차별에 대해서도 거침없이 말하는 그녀. 게다가 이것만큼은 무덤까지 비밀로 갖고 가겠다는데? 유쾌한 스탠드업 스페셜에서 들어보자.",,"완다 사이크스,",2019 ,"
청불 ", 1시간 6분 , 코미디,81011598,tt9169592
0,트링킷,"드라마,청춘 드라마,도서 원작 시리즈,청소년 시리즈,미국 TV 프로그램",낯선 도시로 이사 온 슬픔에 잠긴 10대 소녀. 들치기 모임에서 두 친구를 만난다. 남들은 모르는 특별한 공통점을 지닌 세 사람. 이들의 파란만장한 우정이 시작된다.,감정을 파고드는,"브리아나 힐더브랜드,키아나 머디라,퀸테사 스윈델,브랜던 버틀러,오디세아스 조지아디스,엔히키 자가,래리 설리번,러리사 올리닉,",2019 ,"
청불 ", 시즌 2개 , 드라마 장르,80230561,tt9134194
0,위기의 민주주의: 룰라에서 탄핵까지,"브라질 작품,다큐멘터리 영화,다큐멘터리·정치","민주주의가 위험하다. 브라질의 전 대통령 한 명이 탄핵당하고, 다른 한 명은 투옥되자 카메라를 든 감독. 정치의 역사가 곧 가족의 역사이기에 똑바로 바라보아야 한다.","도발적인,진실을 찾아",,2019 ,"
15+ ", 2시간 1분 , 다큐멘터리,80190535,tt6016744
0,NEW LEGO 프렌즈,"키즈 시리즈,어린이 음악,만화 시리즈","도시를 구하기 위해 뭉친 다섯 절친. 언제나 용기를 잃지 않고 유쾌하게 악당에 맞서지. 다들 성격도, 특기도 제각각이지만 최고의 호흡을 자랑한다고. 하트레이크 시티는 우리가 지키겠어. 우리 다섯 명이 힘을 합치면 뭐든 할 수 있거든.",기분 좋아지는,"재스민 세인트 클레어,알레그라 클라크,로저먼드 마크스,페이 마타,키라 버클런드,데이비드 로치,브래드 베너블,",2018 ,"
전체관람가 ", 시즌 4개 , 키즈,81050118,tt9327146
0,이글레시아스 선생의 즐거운 교실,"시트콤,청춘 드라마,청소년 시리즈,코미디 시리즈,미국 TV 프로그램","이렇게 웃기는 선생님은 없었다! 모교로 돌아간 교사 가브리엘 이글레시아스. 그가 역사와 함께 인생을 가르치고, 웃음을 선사하며 변화의 바람을 일으킨다.","기분 좋아지는,허당 매력","가브리엘 이글레시아스,셰리 셰퍼드,제이컵 바가스,매기 기하,리처드 갠트,크리 치키노,파브리지오 귀도,오스카르 누녜스,엘로라 카사도스,터커 알브리지,코이 스튜어트,글로리아 아웅,",2019 ,"
15+ ", 시즌 3개 , 코미디,80209013,tt8403536
0,다니엘 소사: 개념 두고 왔습니다,"멕시코 작품,스탠드업 코미디","스탠드업 코미디의 떠오르는 강자, 다니엘 소사. 그 두 번째 무대다. 어린 시절 그가 겪었던 멕시코의 놀이문화와 개념 없는 교육의 문제점, 그리고 모두가 감동했던 영화 《코코》에 대한 지적질까지. 그의 마이크는 지금 날개를 달았다.",허당 매력,"다니엘 소사,",2019 ,"
15+ ", 54분 , 코미디,81060096,tt10438652
0,13계명,"드라마,벨기에 작품,미스터리 시리즈,범죄 시리즈,스릴러 시리즈","벨기에에서 누군가 십계명을 어긴 이들을 처벌하기 시작한다. 잔인한 폭력과 무자비한 응징, 노골적인 메시지. 노련한 형사와 상처를 간직한 그 파트너가 범인을 추적한다.","으스스한,어두운","디르크 판데이크,마리 핑크,카를레인 실레험,베르트 할풋,톰 테르네스트,엘라 레이어르스,리너 필렛,카텔레이너 페르베커,롤라 로즈 딜레이니,괴칸 기르기놀,쿤 판임퍼,",2018 ,"
청불 ", 시즌 1개 , 드라마 장르,81054831,tt5203748
0,헬로 닌자,"키즈 시리즈,캐나다 작품,도서 원작 시리즈,만화 시리즈","단짝 웨슬리와 조지, 알고 보면 천하무적 닌자? 동글동글 고양이 프레첼과 함께 마법의 세계로 떠난다. 서로 힘을 모아 용기와 지혜로 임무를 완수하면, 오늘도 문제 해결!",,"루카스 엥겔,조이 시워트,샘 빈센트,요시다 마유미,",2019 ,"
전체관람가 ", 시즌 4개 , 키즈,80227818,tt10687170
0,유열의 음악앨범,"드라마 영화,로맨틱한 영화","1994년, 동네 제과점에서 처음 만난 미수와 현우. 짧은 인연 뒤 안타깝게 헤어진 둘은 수년이 지나도록 서로를 찾으려 애쓴다. 하지만 운명은 그들을 계속 갈라놓는다.","힐링,잔잔한","김고은,정해인,박해준,김국희,정유진,최준영,유열,남문철,",2019 ,"
12+ ", 2시간 2분 , 드라마 장르,81165326,tt10763618
0,게임 체인저,"드라마 영화,실화 바탕 영화,사회 이슈 드라마 장르 영화,미국 영화","전직 풋볼 선수들의 뇌에서 반복된 뇌진탕의 흔적을 발견, 긴 싸움을 시작한 병리학자의 실화. 진실을 알리려는 남자와 진실을 막으려는 풋볼 연맹. 승자는 과연 누구인가.",,"윌 스미스,알렉 볼드윈,앨버트 브룩스,구구 음바타로,데이비드 모스,알리스 하워드,폴 라이저,루크 윌슨,애디왈레이 애키노예이아그바제이,마이크 오말리,에디 마산,",2015 ,"
15+ ", 2시간 3분 , 드라마 장르,80064511,tt3322364
